event_id,user_id,session_id,event_time,event_type,product_id,category,price,city,device_type
43,user_6,session_6,2025-11-09 04:13:42,view_product,prod_244,Grocery,139.58,Rawalpindi,android
44,user_6,session_6,2025-11-09 04:23:42,view_product,prod_194,Grocery,876.01,Rawalpindi,android
45,user_6,session_6,2025-11-09 04:29:42,view_product,prod_106,Clothing,832.85,Rawalpindi,android
46,user_6,session_6,2025-11-09 04:33:42,view_product,prod_184,Sports,856.73,Rawalpindi,android
47,user_6,session_6,2025-11-09 04:35:42,view_product,prod_194,Grocery,876.01,Rawalpindi,android
48,user_6,session_6,2025-11-09 04:36:42,view_product,prod_233,Electronics,19.0,Rawalpindi,android
49,user_6,session_6,2025-11-09 04:41:42,add_to_cart,prod_95,Home & Kitchen,284.03,Rawalpindi,android
50,user_6,session_6,2025-11-09 04:48:42,view_product,prod_114,Electronics,434.38,Rawalpindi,android
51,user_6,session_6,2025-11-09 04:50:42,view_product,prod_147,Sports,381.35,Rawalpindi,android
52,user_92,session_7,2025-11-11 10:07:19,open_app,,,,Faisalabad,ios
53,user_92,session_7,2025-11-11 10:14:19,view_product,prod_215,Clothing,942.51,Faisalabad,ios
54,user_92,session_7,2025-11-11 10:21:19,view_product,prod_18,Home & Kitchen,791.41,Faisalabad,ios
55,user_92,session_7,2025-11-11 10:25:19,view_product,prod_144,Sports,382.93,Faisalabad,ios
56,user_92,session_7,2025-11-11 10:30:19,view_product,prod_137,Electronics,396.2,Faisalabad,ios
57,user_92,session_7,2025-11-11 10:34:19,add_to_cart,prod_245,Electronics,776.56,Faisalabad,ios
58,user_92,session_7,2025-11-11 10:44:19,view_product,prod_147,Sports,381.35,Faisalabad,ios
59,user_92,session_7,2025-11-11 10:49:19,logout,,,,Faisalabad,ios
60,user_65,session_8,2025-11-01 04:04:50,open_app,,,,Karachi,android
61,user_65,session_8,2025-11-01 04:09:50,view_product,prod_207,Home & Kitchen,250.55,Karachi,android
62,user_65,session_8,2025-11-01 04:13:50,add_to_cart,prod_35,Grocery,267.01,Karachi,android
63,user_65,session_8,2025-11-01 04:21:50,purchase,prod_35,Grocery,267.01,Karachi,android
64,user_65,session_8,2025-11-01 04:23:50,add_to_cart,prod_119,Home & Kitchen,530.75,Karachi,android
65,user_65,session_8,2025-11-01 04:25:50,view_product,prod_121,Sports,627.64,Karachi,android
66,user_65,session_8,2025-11-01 04:27:50,view_product,prod_160,Clothing,486.21,Karachi,android
67,user_65,session_8,2025-11-01 04:28:50,view_product,prod_108,Clothing,347.73,Karachi,android
68,user_65,session_8,2025-11-01 04:31:50,view_product,prod_52,Electronics,598.0,Karachi,android
69,user_65,session_8,2025-11-01 04:40:50,view_product,prod_203,Grocery,597.64,Karachi,android
70,user_93,session_9,2025-10-23 05:43:19,open_app,,,,Karachi,android
71,user_93,session_9,2025-10-23 05:44:19,view_product,prod_167,Home & Kitchen,147.68,Karachi,android
72,user_93,session_9,2025-10-23 05:49:19,add_to_cart,prod_216,Sports,209.43,Karachi,android
73,user_93,session_9,2025-10-23 05:59:19,logout,,,,Karachi,android
74,user_22,session_10,2025-10-19 11:32:18,open_app,,,,Karachi,ios
75,user_22,session_10,2025-10-19 11:38:18,view_product,prod_139,Sports,225.67,Karachi,ios
76,user_22,session_10,2025-10-19 11:45:18,view_product,prod_157,Clothing,711.42,Karachi,ios
77,user_22,session_10,2025-10-19 11:49:18,add_to_cart,prod_43,Sports,265.58,Karachi,ios
78,user_22,session_10,2025-10-19 11:55:18,purchase,prod_43,Sports,265.58,Karachi,ios
79,user_22,session_10,2025-10-19 11:57:18,view_product,prod_233,Electronics,19.0,Karachi,ios
80,user_22,session_10,2025-10-19 12:01:18,view_product,prod_188,Sports,34.09,Karachi,ios
81,user_22,session_10,2025-10-19 12:02:18,add_to_cart,prod_11,Sports,172.12,Karachi,ios
82,user_22,session_10,2025-10-19 12:04:18,view_product,prod_58,Home & Kitchen,804.17,Karachi,ios
83,user_22,session_10,2025-10-19 12:06:18,purchase,prod_11,Sports,172.12,Karachi,ios
84,user_22,session_10,2025-10-19 12:07:18,view_product,prod_104,Clothing,507.76,Karachi,ios
85,user_22,session_10,2025-10-19 12:10:18,view_product,prod_189,Electronics,149.95,Karachi,ios
86,user_22,session_10,2025-10-19 12:11:18,view_product,prod_151,Electronics,551.1,Karachi,ios
87,user_94,session_11,2025-10-26 10:56:36,open_app,,,,Lahore,ios
88,user_94,session_11,2025-10-26 11:05:36,add_to_cart,prod_33,Clothing,800.46,Lahore,ios
89,user_94,session_11,2025-10-26 11:07:36,purchase,prod_33,Clothing,800.46,Lahore,ios
90,user_94,session_11,2025-10-26 11:17:36,view_product,prod_118,Clothing,493.91,Lahore,ios
91,user_94,session_11,2025-10-26 11:27:36,view_product,prod_133,Grocery,788.96,Lahore,ios
92,user_94,session_11,2025-10-26 11:28:36,view_product,prod_75,Clothing,480.27,Lahore,ios
93,user_94,session_11,2025-10-26 11:30:36,view_product,prod_48,Home & Kitchen,776.45,Lahore,ios
94,user_94,session_11,2025-10-26 11:36:36,view_product,prod_153,Home & Kitchen,244.04,Lahore,ios
95,user_20,session_12,2025-10-22 06:30:51,open_app,,,,Faisalabad,ios
96,user_20,session_12,2025-10-22 06:39:51,view_product,prod_1,Clothing,488.45,Faisalabad,ios
97,user_20,session_12,2025-10-22 06:44:51,logout,,,,Faisalabad,ios
98,user_18,session_13,2025-11-02 01:55:07,open_app,,,,Islamabad,web
99,user_18,session_13,2025-11-02 02:00:07,view_product,prod_109,Grocery,371.15,Islamabad,web
100,user_18,session_13,2025-11-02 02:03:07,view_product,prod_25,Clothing,213.36,Islamabad,web
101,user_18,session_13,2025-11-02 02:06:07,view_product,prod_13,Sports,306.9,Islamabad,web
102,user_18,session_13,2025-11-02 02:07:07,view_product,prod_14,Home & Kitchen,940.57,Islamabad,web
103,user_18,session_13,2025-11-02 02:17:07,add_to_cart,prod_131,Sports,280.66,Islamabad,web
104,user_18,session_13,2025-11-02 02:27:07,view_product,prod_179,Sports,829.08,Islamabad,web
105,user_18,session_13,2025-11-02 02:36:07,view_product,prod_149,Electronics,283.84,Islamabad,web
106,user_18,session_13,2025-11-02 02:41:07,view_product,prod_247,Grocery,203.86,Islamabad,web
107,user_18,session_13,2025-11-02 02:43:07,view_product,prod_112,Home & Kitchen,570.75,Islamabad,web
108,user_18,session_13,2025-11-02 02:44:07,view_product,prod_165,Grocery,19.85,Islamabad,web
109,user_18,session_13,2025-11-02 02:50:07,view_product,prod_135,Home & Kitchen,912.95,Islamabad,web
110,user_18,session_13,2025-11-02 02:55:07,view_product,prod_178,Grocery,100.29,Islamabad,web
111,user_18,session_13,2025-11-02 02:58:07,view_product,prod_223,Grocery,872.08,Islamabad,web
112,user_52,session_14,2025-10-26 23:36:43,open_app,,,,Islamabad,web
113,user_52,session_14,2025-10-26 23:44:43,add_to_cart,prod_43,Sports,265.58,Islamabad,web
114,user_52,session_14,2025-10-26 23:54:43,view_product,prod_176,Sports,453.31,Islamabad,web
115,user_52,session_14,2025-10-26 23:56:43,view_product,prod_149,Electronics,283.84,Islamabad,web
116,user_52,session_14,2025-10-27 00:05:43,view_product,prod_139,Sports,225.67,Islamabad,web
117,user_88,session_15,2025-10-28 22:29:51,open_app,,,,Rawalpindi,web
118,user_88,session_15,2025-10-28 22:39:51,view_product,prod_60,Grocery,549.31,Rawalpindi,web
119,user_88,session_15,2025-10-28 22:46:51,add_to_cart,prod_212,Grocery,547.37,Rawalpindi,web
120,user_88,session_15,2025-10-28 22:48:51,view_product,prod_217,Electronics,861.46,Rawalpindi,web
121,user_88,session_15,2025-10-28 22:55:51,purchase,prod_212,Grocery,547.37,Rawalpindi,web
122,user_88,session_15,2025-10-28 23:01:51,view_product,prod_76,Grocery,889.15,Rawalpindi,web
123,user_88,session_15,2025-10-28 23:07:51,logout,,,,Rawalpindi,web
124,user_77,session_16,2025-11-11 18:48:27,open_app,,,,Lahore,ios
125,user_77,session_16,2025-11-11 18:56:27,add_to_cart,prod_103,Electronics,836.81,Lahore,ios
126,user_77,session_16,2025-11-11 19:05:27,view_product,prod_171,Grocery,791.96,Lahore,ios
127,user_78,session_17,2025-10-20 02:32:06,open_app,,,,Rawalpindi,android
128,user_78,session_17,2025-10-20 02:36:06,view_product,prod_137,Electronics,396.2,Rawalpindi,android
129,user_78,session_17,2025-10-20 02:39:06,logout,,,,Rawalpindi,android
130,user_39,session_18,2025-10-27 21:29:37,open_app,,,,Rawalpindi,android
131,user_39,session_18,2025-10-27 21:38:37,view_product,prod_50,Grocery,874.15,Rawalpindi,android
132,user_39,session_18,2025-10-27 21:44:37,view_product,prod_128,Sports,204.1,Rawalpindi,android
133,user_39,session_18,2025-10-27 21:49:37,add_to_cart,prod_29,Electronics,832.8,Rawalpindi,android
134,user_39,session_18,2025-10-27 21:58:37,view_product,prod_23,Grocery,938.17,Rawalpindi,android
135,user_39,session_18,2025-10-27 22:04:37,view_product,prod_134,Grocery,959.46,Rawalpindi,android
136,user_39,session_18,2025-10-27 22:11:37,purchase,prod_29,Electronics,832.8,Rawalpindi,android
137,user_39,session_18,2025-10-27 22:15:37,view_product,prod_111,Home & Kitchen,164.06,Rawalpindi,android
138,user_39,session_18,2025-10-27 22:22:37,add_to_cart,prod_222,Electronics,694.08,Rawalpindi,android
139,user_39,session_18,2025-10-27 22:31:37,view_product,prod_151,Electronics,551.1,Rawalpindi,android
140,user_39,session_18,2025-10-27 22:33:37,view_product,prod_168,Grocery,723.98,Rawalpindi,android
141,user_95,session_19,2025-10-22 19:43:39,open_app,,,,Faisalabad,web
142,user_95,session_19,2025-10-22 19:44:39,view_product,prod_82,Electronics,697.76,Faisalabad,web
143,user_95,session_19,2025-10-22 19:45:39,view_product,prod_130,Grocery,467.95,Faisalabad,web
144,user_95,session_19,2025-10-22 19:46:39,logout,,,,Faisalabad,web
145,user_99,session_20,2025-11-14 00:20:10,open_app,,,,Rawalpindi,ios
146,user_99,session_20,2025-11-14 00:29:10,view_product,prod_60,Grocery,549.31,Rawalpindi,ios
147,user_99,session_20,2025-11-14 00:31:10,view_product,prod_97,Sports,159.62,Rawalpindi,ios
148,user_99,session_20,2025-11-14 00:40:10,view_product,prod_43,Sports,265.58,Rawalpindi,ios
149,user_99,session_20,2025-11-14 00:47:10,view_product,prod_126,Grocery,647.12,Rawalpindi,ios
150,user_99,session_20,2025-11-14 00:51:10,view_product,prod_247,Grocery,203.86,Rawalpindi,ios
151,user_99,session_20,2025-11-14 00:56:10,view_product,prod_130,Grocery,467.95,Rawalpindi,ios
152,user_99,session_20,2025-11-14 01:06:10,view_product,prod_40,Sports,873.78,Rawalpindi,ios
153,user_80,session_21,2025-10-26 17:55:41,open_app,,,,Islamabad,ios
154,user_80,session_21,2025-10-26 18:02:41,logout,,,,Islamabad,ios
155,user_53,session_22,2025-11-13 13:48:03,open_app,,,,Rawalpindi,ios
156,user_53,session_22,2025-11-13 13:52:03,view_product,prod_183,Grocery,154.57,Rawalpindi,ios
157,user_53,session_22,2025-11-13 13:55:03,view_product,prod_22,Clothing,512.16,Rawalpindi,ios
158,user_53,session_22,2025-11-13 13:56:03,view_product,prod_234,Sports,486.67,Rawalpindi,ios
159,user_53,session_22,2025-11-13 14:03:03,add_to_cart,prod_210,Grocery,717.34,Rawalpindi,ios
160,user_53,session_22,2025-11-13 14:04:03,view_product,prod_241,Clothing,250.81,Rawalpindi,ios
161,user_53,session_22,2025-11-13 14:09:03,view_product,prod_244,Grocery,139.58,Rawalpindi,ios
162,user_53,session_22,2025-11-13 14:13:03,view_product,prod_174,Electronics,169.15,Rawalpindi,ios
163,user_53,session_22,2025-11-13 14:16:03,view_product,prod_10,Electronics,553.54,Rawalpindi,ios
164,user_53,session_22,2025-11-13 14:21:03,purchase,prod_210,Grocery,717.34,Rawalpindi,ios
165,user_53,session_22,2025-11-13 14:24:03,logout,,,,Rawalpindi,ios
166,user_28,session_23,2025-11-04 01:38:13,open_app,,,,Karachi,android
167,user_28,session_23,2025-11-04 01:42:13,view_product,prod_221,Electronics,617.81,Karachi,android
168,user_28,session_23,2025-11-04 01:49:13,add_to_cart,prod_246,Clothing,673.58,Karachi,android
169,user_28,session_23,2025-11-04 01:56:13,view_product,prod_200,Sports,615.42,Karachi,android
170,user_28,session_23,2025-11-04 02:04:13,view_product,prod_249,Sports,673.8,Karachi,android
171,user_28,session_23,2025-11-04 02:09:13,logout,,,,Karachi,android
172,user_95,session_24,2025-10-30 16:56:49,open_app,,,,Faisalabad,web
173,user_95,session_24,2025-10-30 17:06:49,add_to_cart,prod_168,Grocery,723.98,Faisalabad,web
174,user_95,session_24,2025-10-30 17:11:49,view_product,prod_242,Electronics,453.01,Faisalabad,web
175,user_95,session_24,2025-10-30 17:17:49,view_product,prod_240,Sports,892.94,Faisalabad,web
176,user_95,session_24,2025-10-30 17:26:49,view_product,prod_219,Grocery,91.23,Faisalabad,web
177,user_72,session_25,2025-11-03 14:06:54,open_app,,,,Islamabad,web
178,user_72,session_25,2025-11-03 14:08:54,logout,,,,Islamabad,web
179,user_38,session_26,2025-10-16 22:12:22,open_app,,,,Rawalpindi,ios
180,user_38,session_26,2025-10-16 22:13:22,view_product,prod_98,Sports,936.2,Rawalpindi,ios
181,user_38,session_26,2025-10-16 22:20:22,logout,,,,Rawalpindi,ios
182,user_74,session_27,2025-11-12 01:10:50,open_app,,,,Islamabad,android
183,user_74,session_27,2025-11-12 01:12:50,logout,,,,Islamabad,android
184,user_47,session_28,2025-10-29 20:15:02,open_app,,,,Islamabad,android
185,user_47,session_28,2025-10-29 20:19:02,view_product,prod_92,Clothing,646.18,Islamabad,android
186,user_47,session_28,2025-10-29 20:26:02,view_product,prod_46,Sports,181.96,Islamabad,android
187,user_47,session_28,2025-10-29 20:27:02,view_product,prod_117,Sports,876.86,Islamabad,android
188,user_47,session_28,2025-10-29 20:31:02,view_product,prod_174,Electronics,169.15,Islamabad,android
189,user_47,session_28,2025-10-29 20:33:02,add_to_cart,prod_241,Clothing,250.81,Islamabad,android
190,user_47,session_28,2025-10-29 20:34:02,view_product,prod_197,Clothing,622.59,Islamabad,android
191,user_47,session_28,2025-10-29 20:38:02,view_product,prod_54,Sports,404.52,Islamabad,android
192,user_47,session_28,2025-10-29 20:41:02,view_product,prod_51,Sports,976.13,Islamabad,android
193,user_47,session_28,2025-10-29 20:48:02,logout,,,,Islamabad,android
194,user_96,session_29,2025-10-27 12:43:37,open_app,,,,Islamabad,android
195,user_96,session_29,2025-10-27 12:44:37,view_product,prod_240,Sports,892.94,Islamabad,android
196,user_12,session_30,2025-11-12 20:00:37,open_app,,,,Lahore,ios
197,user_12,session_30,2025-11-12 20:01:37,view_product,prod_159,Clothing,865.9,Lahore,ios
198,user_12,session_30,2025-11-12 20:05:37,view_product,prod_198,Grocery,957.15,Lahore,ios
199,user_12,session_30,2025-11-12 20:09:37,add_to_cart,prod_29,Electronics,832.8,Lahore,ios
200,user_12,session_30,2025-11-12 20:10:37,view_product,prod_91,Electronics,282.16,Lahore,ios
201,user_12,session_30,2025-11-12 20:18:37,view_product,prod_59,Electronics,261.55,Lahore,ios
202,user_12,session_30,2025-11-12 20:26:37,add_to_cart,prod_1,Clothing,488.45,Lahore,ios
203,user_12,session_30,2025-11-12 20:34:37,logout,,,,Lahore,ios
204,user_22,session_31,2025-10-22 16:13:57,open_app,,,,Faisalabad,ios
205,user_22,session_31,2025-10-22 16:16:57,logout,,,,Faisalabad,ios
206,user_6,session_32,2025-11-04 05:59:08,open_app,,,,Islamabad,web
207,user_6,session_32,2025-11-04 06:01:08,view_product,prod_4,Home & Kitchen,306.11,Islamabad,web
208,user_6,session_32,2025-11-04 06:06:08,logout,,,,Islamabad,web
209,user_91,session_33,2025-11-04 03:52:57,open_app,,,,Islamabad,ios
210,user_91,session_33,2025-11-04 03:55:57,view_product,prod_245,Electronics,776.56,Islamabad,ios
211,user_91,session_33,2025-11-04 04:04:57,view_product,prod_12,Electronics,643.22,Islamabad,ios
212,user_91,session_33,2025-11-04 04:09:57,add_to_cart,prod_101,Clothing,170.93,Islamabad,ios
213,user_91,session_33,2025-11-04 04:18:57,view_product,prod_147,Sports,381.35,Islamabad,ios
214,user_91,session_33,2025-11-04 04:19:57,purchase,prod_101,Clothing,170.93,Islamabad,ios
215,user_91,session_33,2025-11-04 04:28:57,view_product,prod_163,Sports,800.83,Islamabad,ios
216,user_91,session_33,2025-11-04 04:31:57,logout,,,,Islamabad,ios
217,user_91,session_34,2025-10-22 15:17:30,open_app,,,,Rawalpindi,ios
218,user_91,session_34,2025-10-22 15:25:30,add_to_cart,prod_51,Sports,976.13,Rawalpindi,ios
219,user_91,session_34,2025-10-22 15:35:30,view_product,prod_59,Electronics,261.55,Rawalpindi,ios
220,user_91,session_34,2025-10-22 15:37:30,add_to_cart,prod_216,Sports,209.43,Rawalpindi,ios
221,user_91,session_34,2025-10-22 15:47:30,add_to_cart,prod_55,Home & Kitchen,794.93,Rawalpindi,ios
222,user_73,session_35,2025-11-08 07:26:47,open_app,,,,Lahore,android
223,user_73,session_35,2025-11-08 07:31:47,view_product,prod_10,Electronics,553.54,Lahore,android
224,user_73,session_35,2025-11-08 07:32:47,add_to_cart,prod_50,Grocery,874.15,Lahore,android
225,user_73,session_35,2025-11-08 07:39:47,view_product,prod_22,Clothing,512.16,Lahore,android
226,user_73,session_35,2025-11-08 07:44:47,add_to_cart,prod_91,Electronics,282.16,Lahore,android
227,user_73,session_35,2025-11-08 07:49:47,view_product,prod_230,Electronics,100.75,Lahore,android
228,user_73,session_35,2025-11-08 07:52:47,view_product,prod_62,Sports,236.13,Lahore,android
229,user_73,session_35,2025-11-08 07:53:47,view_product,prod_92,Clothing,646.18,Lahore,android
230,user_73,session_35,2025-11-08 07:54:47,purchase,prod_50,Grocery,874.15,Lahore,android
231,user_73,session_35,2025-11-08 08:00:47,view_product,prod_162,Sports,488.89,Lahore,android
232,user_73,session_35,2025-11-08 08:09:47,add_to_cart,prod_74,Electronics,188.15,Lahore,android
233,user_73,session_35,2025-11-08 08:15:47,view_product,prod_235,Grocery,155.08,Lahore,android
234,user_73,session_35,2025-11-08 08:23:47,view_product,prod_173,Grocery,418.39,Lahore,android
235,user_15,session_36,2025-11-09 02:46:22,open_app,,,,Islamabad,ios
236,user_15,session_36,2025-11-09 02:56:22,view_product,prod_34,Grocery,366.13,Islamabad,ios
237,user_15,session_36,2025-11-09 02:58:22,view_product,prod_111,Home & Kitchen,164.06,Islamabad,ios
238,user_15,session_36,2025-11-09 03:03:22,logout,,,,Islamabad,ios
239,user_50,session_37,2025-10-28 14:04:36,open_app,,,,Karachi,web
240,user_50,session_37,2025-10-28 14:12:36,view_product,prod_145,Grocery,736.32,Karachi,web
241,user_50,session_37,2025-10-28 14:13:36,view_product,prod_128,Sports,204.1,Karachi,web
242,user_50,session_37,2025-10-28 14:19:36,view_product,prod_78,Electronics,195.06,Karachi,web
243,user_50,session_37,2025-10-28 14:27:36,view_product,prod_87,Grocery,276.36,Karachi,web
244,user_50,session_37,2025-10-28 14:35:36,view_product,prod_3,Home & Kitchen,759.64,Karachi,web
245,user_50,session_37,2025-10-28 14:42:36,view_product,prod_140,Clothing,319.02,Karachi,web
246,user_50,session_37,2025-10-28 14:50:36,view_product,prod_76,Grocery,889.15,Karachi,web
247,user_50,session_37,2025-10-28 14:52:36,logout,,,,Karachi,web
248,user_3,session_38,2025-11-11 17:08:48,open_app,,,,Rawalpindi,android
249,user_3,session_38,2025-11-11 17:16:48,add_to_cart,prod_86,Grocery,588.53,Rawalpindi,android
250,user_3,session_38,2025-11-11 17:21:48,view_product,prod_150,Home & Kitchen,493.84,Rawalpindi,android
251,user_3,session_38,2025-11-11 17:29:48,logout,,,,Rawalpindi,android
252,user_64,session_39,2025-10-19 21:16:28,open_app,,,,Faisalabad,web
253,user_64,session_39,2025-10-19 21:19:28,view_product,prod_164,Electronics,45.21,Faisalabad,web
254,user_64,session_39,2025-10-19 21:27:28,view_product,prod_86,Grocery,588.53,Faisalabad,web
255,user_64,session_39,2025-10-19 21:34:28,view_product,prod_171,Grocery,791.96,Faisalabad,web
256,user_64,session_39,2025-10-19 21:39:28,view_product,prod_164,Electronics,45.21,Faisalabad,web
257,user_64,session_39,2025-10-19 21:41:28,add_to_cart,prod_234,Sports,486.67,Faisalabad,web
258,user_64,session_39,2025-10-19 21:51:28,view_product,prod_74,Electronics,188.15,Faisalabad,web
259,user_64,session_39,2025-10-19 21:59:28,purchase,prod_234,Sports,486.67,Faisalabad,web
260,user_64,session_39,2025-10-19 22:00:28,add_to_cart,prod_30,Grocery,651.19,Faisalabad,web
261,user_64,session_39,2025-10-19 22:03:28,view_product,prod_217,Electronics,861.46,Faisalabad,web
262,user_64,session_39,2025-10-19 22:12:28,view_product,prod_121,Sports,627.64,Faisalabad,web
263,user_64,session_39,2025-10-19 22:14:28,view_product,prod_36,Clothing,338.24,Faisalabad,web
264,user_3,session_40,2025-11-11 05:06:50,open_app,,,,Karachi,web
265,user_3,session_40,2025-11-11 05:15:50,logout,,,,Karachi,web
266,user_91,session_41,2025-11-09 00:21:08,open_app,,,,Faisalabad,ios
267,user_91,session_41,2025-11-09 00:31:08,view_product,prod_185,Sports,152.6,Faisalabad,ios
268,user_91,session_41,2025-11-09 00:33:08,view_product,prod_179,Sports,829.08,Faisalabad,ios
269,user_91,session_41,2025-11-09 00:40:08,view_product,prod_105,Sports,377.12,Faisalabad,ios
270,user_15,session_42,2025-11-14 13:02:32,open_app,,,,Karachi,web
271,user_15,session_42,2025-11-14 13:07:32,view_product,prod_171,Grocery,791.96,Karachi,web
272,user_15,session_42,2025-11-14 13:16:32,logout,,,,Karachi,web
273,user_33,session_43,2025-10-21 12:48:14,open_app,,,,Rawalpindi,ios
274,user_33,session_43,2025-10-21 12:50:14,view_product,prod_85,Grocery,625.79,Rawalpindi,ios
275,user_33,session_43,2025-10-21 12:55:14,add_to_cart,prod_182,Grocery,561.58,Rawalpindi,ios
276,user_33,session_43,2025-10-21 12:57:14,view_product,prod_177,Electronics,989.83,Rawalpindi,ios
277,user_33,session_43,2025-10-21 13:04:14,purchase,prod_182,Grocery,561.58,Rawalpindi,ios
278,user_33,session_43,2025-10-21 13:05:14,view_product,prod_225,Clothing,640.86,Rawalpindi,ios
279,user_33,session_43,2025-10-21 13:13:14,logout,,,,Rawalpindi,ios
280,user_62,session_44,2025-11-05 09:50:31,open_app,,,,Lahore,ios
281,user_62,session_44,2025-11-05 10:00:31,logout,,,,Lahore,ios
282,user_67,session_45,2025-10-20 04:05:53,open_app,,,,Rawalpindi,web
283,user_67,session_45,2025-10-20 04:10:53,view_product,prod_76,Grocery,889.15,Rawalpindi,web
284,user_67,session_45,2025-10-20 04:18:53,view_product,prod_217,Electronics,861.46,Rawalpindi,web
285,user_67,session_45,2025-10-20 04:25:53,view_product,prod_62,Sports,236.13,Rawalpindi,web
286,user_67,session_45,2025-10-20 04:31:53,view_product,prod_8,Sports,212.56,Rawalpindi,web
287,user_67,session_45,2025-10-20 04:39:53,view_product,prod_158,Electronics,456.74,Rawalpindi,web
288,user_67,session_45,2025-10-20 04:43:53,view_product,prod_3,Home & Kitchen,759.64,Rawalpindi,web
289,user_67,session_45,2025-10-20 04:48:53,view_product,prod_88,Clothing,201.67,Rawalpindi,web
290,user_67,session_45,2025-10-20 04:55:53,view_product,prod_76,Grocery,889.15,Rawalpindi,web
291,user_67,session_45,2025-10-20 05:05:53,view_product,prod_170,Electronics,294.62,Rawalpindi,web
292,user_67,session_45,2025-10-20 05:10:53,view_product,prod_162,Sports,488.89,Rawalpindi,web
293,user_60,session_46,2025-11-10 01:19:55,open_app,,,,Karachi,android
